"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HUR","TOT","PC_LF","M","1979-05",6.20331,
"AUS","HUR","TOT","PC_LF","M","1979-06",6.250967,
"AUS","HUR","TOT","PC_LF","M","1979-07",6.274221,
"AUS","HUR","TOT","PC_LF","M","1979-08",6.11784,
"AUS","HUR","TOT","PC_LF","M","1979-09",6.232357,
"AUS","HUR","TOT","PC_LF","M","1979-10",6.383507,
"AUS","HUR","TOT","PC_LF","M","1979-11",6.044292,
"AUS","HUR","TOT","PC_LF","M","1979-12",6.119713,
"AUS","HUR","TOT","PC_LF","M","1980-01",6.146189,
"AUS","HUR","TOT","PC_LF","M","1980-02",5.998692,
"AUS","HUR","TOT","PC_LF","M","1980-03",5.936146,
"AUS","HUR","TOT","PC_LF","M","1980-04",6.114644,
"AUS","HUR","TOT","PC_LF","M","1980-05",6.245418,
"AUS","HUR","TOT","PC_LF","M","1980-06",6.322504,
"AUS","HUR","TOT","PC_LF","M","1980-07",6.077494,
"AUS","HUR","TOT","PC_LF","M","1980-08",6.176674,
"AUS","HUR","TOT","PC_LF","M","1980-09",6.140678,
"AUS","HUR","TOT","PC_LF","M","1980-10",6.054791,
"AUS","HUR","TOT","PC_LF","M","1980-11",5.84972,
"AUS","HUR","TOT","PC_LF","M","1980-12",6.050725,
"AUS","HUR","TOT","PC_LF","M","1981-01",5.916251,
"AUS","HUR","TOT","PC_LF","M","1981-02",5.616568,
"AUS","HUR","TOT","PC_LF","M","1981-03",5.745607,
"AUS","HUR","TOT","PC_LF","M","1981-04",5.554529,
"AUS","HUR","TOT","PC_LF","M","1981-05",5.58832,
"AUS","HUR","TOT","PC_LF","M","1981-06",5.373744,
"AUS","HUR","TOT","PC_LF","M","1981-07",5.827485,
"AUS","HUR","TOT","PC_LF","M","1981-08",5.845825,
"AUS","HUR","TOT","PC_LF","M","1981-09",5.811767,
"AUS","HUR","TOT","PC_LF","M","1981-10",5.872079,
"AUS","HUR","TOT","PC_LF","M","1981-11",5.994548,
"AUS","HUR","TOT","PC_LF","M","1981-12",6.026475,
"AUS","HUR","TOT","PC_LF","M","1982-01",5.982417,
"AUS","HUR","TOT","PC_LF","M","1982-02",6.308355,
"AUS","HUR","TOT","PC_LF","M","1982-03",6.322474,
"AUS","HUR","TOT","PC_LF","M","1982-04",6.333239,
"AUS","HUR","TOT","PC_LF","M","1982-05",6.592115,
"AUS","HUR","TOT","PC_LF","M","1982-06",6.766427,
"AUS","HUR","TOT","PC_LF","M","1982-07",6.883143,
"AUS","HUR","TOT","PC_LF","M","1982-08",7.011209,
"AUS","HUR","TOT","PC_LF","M","1982-09",7.429191,
"AUS","HUR","TOT","PC_LF","M","1982-10",8.294353,
"AUS","HUR","TOT","PC_LF","M","1982-11",8.678759,
"AUS","HUR","TOT","PC_LF","M","1982-12",9.401317,
"AUS","HUR","TOT","PC_LF","M","1983-01",9.299678,
"AUS","HUR","TOT","PC_LF","M","1983-02",9.658428,
"AUS","HUR","TOT","PC_LF","M","1983-03",9.950566,
"AUS","HUR","TOT","PC_LF","M","1983-04",10.15167,
"AUS","HUR","TOT","PC_LF","M","1983-05",10.32214,
"AUS","HUR","TOT","PC_LF","M","1983-06",10.2024,
"AUS","HUR","TOT","PC_LF","M","1983-07",10.5218,
"AUS","HUR","TOT","PC_LF","M","1983-08",10.21849,
"AUS","HUR","TOT","PC_LF","M","1983-09",10.3374,
"AUS","HUR","TOT","PC_LF","M","1983-10",10.00716,
"AUS","HUR","TOT","PC_LF","M","1983-11",9.65347,
"AUS","HUR","TOT","PC_LF","M","1983-12",9.456554,
"AUS","HUR","TOT","PC_LF","M","1984-01",9.49796,
"AUS","HUR","TOT","PC_LF","M","1984-02",9.38538,
"AUS","HUR","TOT","PC_LF","M","1984-03",9.207489,
"AUS","HUR","TOT","PC_LF","M","1984-04",9.370096,
"AUS","HUR","TOT","PC_LF","M","1984-05",8.93572,
"AUS","HUR","TOT","PC_LF","M","1984-06",9.094374,
"AUS","HUR","TOT","PC_LF","M","1984-07",8.919109,
"AUS","HUR","TOT","PC_LF","M","1984-08",8.828099,
"AUS","HUR","TOT","PC_LF","M","1984-09",8.734541,
"AUS","HUR","TOT","PC_LF","M","1984-10",8.694674,
"AUS","HUR","TOT","PC_LF","M","1984-11",8.678521,
"AUS","HUR","TOT","PC_LF","M","1984-12",8.51868,
"AUS","HUR","TOT","PC_LF","M","1985-01",8.549894,
"AUS","HUR","TOT","PC_LF","M","1985-02",8.389164,
"AUS","HUR","TOT","PC_LF","M","1985-03",8.664765,
"AUS","HUR","TOT","PC_LF","M","1985-04",8.40245,
"AUS","HUR","TOT","PC_LF","M","1985-05",8.375187,
"AUS","HUR","TOT","PC_LF","M","1985-06",8.569357,
"AUS","HUR","TOT","PC_LF","M","1985-07",8.309719,
"AUS","HUR","TOT","PC_LF","M","1985-08",8.155189,
"AUS","HUR","TOT","PC_LF","M","1985-09",8.057086,
"AUS","HUR","TOT","PC_LF","M","1985-10",7.84792,
"AUS","HUR","TOT","PC_LF","M","1985-11",7.949905,
"AUS","HUR","TOT","PC_LF","M","1985-12",7.783872,
"AUS","HUR","TOT","PC_LF","M","1986-01",7.804641,
"AUS","HUR","TOT","PC_LF","M","1986-02",8.002862,
"AUS","HUR","TOT","PC_LF","M","1986-03",7.926477,
"AUS","HUR","TOT","PC_LF","M","1986-04",7.900908,
"AUS","HUR","TOT","PC_LF","M","1986-05",7.845691,
"AUS","HUR","TOT","PC_LF","M","1986-06",7.651785,
"AUS","HUR","TOT","PC_LF","M","1986-07",8.110531,
"AUS","HUR","TOT","PC_LF","M","1986-08",8.238811,
"AUS","HUR","TOT","PC_LF","M","1986-09",8.337732,
"AUS","HUR","TOT","PC_LF","M","1986-10",8.309134,
"AUS","HUR","TOT","PC_LF","M","1986-11",8.318424,
"AUS","HUR","TOT","PC_LF","M","1986-12",8.362515,
"AUS","HUR","TOT","PC_LF","M","1987-01",8.185757,
"AUS","HUR","TOT","PC_LF","M","1987-02",8.211022,
"AUS","HUR","TOT","PC_LF","M","1987-03",8.434282,
"AUS","HUR","TOT","PC_LF","M","1987-04",8.300403,
"AUS","HUR","TOT","PC_LF","M","1987-05",8.200933,
"AUS","HUR","TOT","PC_LF","M","1987-06",8.007297,
"AUS","HUR","TOT","PC_LF","M","1987-07",8.075734,
"AUS","HUR","TOT","PC_LF","M","1987-08",8.105145,
"AUS","HUR","TOT","PC_LF","M","1987-09",7.754948,
"AUS","HUR","TOT","PC_LF","M","1987-10",8.085401,
"AUS","HUR","TOT","PC_LF","M","1987-11",7.930709,
"AUS","HUR","TOT","PC_LF","M","1987-12",7.727547,
"AUS","HUR","TOT","PC_LF","M","1988-01",7.63027,
"AUS","HUR","TOT","PC_LF","M","1988-02",7.417001,
"AUS","HUR","TOT","PC_LF","M","1988-03",7.503083,
"AUS","HUR","TOT","PC_LF","M","1988-04",7.913194,
"AUS","HUR","TOT","PC_LF","M","1988-05",7.450668,
"AUS","HUR","TOT","PC_LF","M","1988-06",7.583986,
"AUS","HUR","TOT","PC_LF","M","1988-07",6.756271,
"AUS","HUR","TOT","PC_LF","M","1988-08",7.068423,
"AUS","HUR","TOT","PC_LF","M","1988-09",6.934225,
"AUS","HUR","TOT","PC_LF","M","1988-10",6.817611,
"AUS","HUR","TOT","PC_LF","M","1988-11",6.612473,
"AUS","HUR","TOT","PC_LF","M","1988-12",6.83211,
"AUS","HUR","TOT","PC_LF","M","1989-01",6.806937,
"AUS","HUR","TOT","PC_LF","M","1989-02",6.638079,
"AUS","HUR","TOT","PC_LF","M","1989-03",6.343192,
"AUS","HUR","TOT","PC_LF","M","1989-04",6.200236,
"AUS","HUR","TOT","PC_LF","M","1989-05",6.279634,
"AUS","HUR","TOT","PC_LF","M","1989-06",6.011333,
"AUS","HUR","TOT","PC_LF","M","1989-07",6.039479,
"AUS","HUR","TOT","PC_LF","M","1989-08",5.944443,
"AUS","HUR","TOT","PC_LF","M","1989-09",6.031066,
"AUS","HUR","TOT","PC_LF","M","1989-10",5.924278,
"AUS","HUR","TOT","PC_LF","M","1989-11",5.786608,
"AUS","HUR","TOT","PC_LF","M","1989-12",5.847773,
"AUS","HUR","TOT","PC_LF","M","1990-01",6.112361,
"AUS","HUR","TOT","PC_LF","M","1990-02",6.392068,
"AUS","HUR","TOT","PC_LF","M","1990-03",6.187473,
"AUS","HUR","TOT","PC_LF","M","1990-04",6.278881,
"AUS","HUR","TOT","PC_LF","M","1990-05",6.504589,
"AUS","HUR","TOT","PC_LF","M","1990-06",6.608166,
"AUS","HUR","TOT","PC_LF","M","1990-07",7.098155,
"AUS","HUR","TOT","PC_LF","M","1990-08",7.211942,
"AUS","HUR","TOT","PC_LF","M","1990-09",7.374335,
"AUS","HUR","TOT","PC_LF","M","1990-10",7.637565,
"AUS","HUR","TOT","PC_LF","M","1990-11",7.946015,
"AUS","HUR","TOT","PC_LF","M","1990-12",8.019039,
"AUS","HUR","TOT","PC_LF","M","1991-01",8.396696,
"AUS","HUR","TOT","PC_LF","M","1991-02",8.617777,
"AUS","HUR","TOT","PC_LF","M","1991-03",9.185177,
"AUS","HUR","TOT","PC_LF","M","1991-04",9.85997,
"AUS","HUR","TOT","PC_LF","M","1991-05",9.503286,
"AUS","HUR","TOT","PC_LF","M","1991-06",9.555212,
"AUS","HUR","TOT","PC_LF","M","1991-07",9.676419,
"AUS","HUR","TOT","PC_LF","M","1991-08",9.790671,
"AUS","HUR","TOT","PC_LF","M","1991-09",10.03268,
"AUS","HUR","TOT","PC_LF","M","1991-10",9.98777,
"AUS","HUR","TOT","PC_LF","M","1991-11",10.19801,
"AUS","HUR","TOT","PC_LF","M","1991-12",10.47373,
"AUS","HUR","TOT","PC_LF","M","1992-01",10.34689,
"AUS","HUR","TOT","PC_LF","M","1992-02",10.40615,
"AUS","HUR","TOT","PC_LF","M","1992-03",10.49812,
"AUS","HUR","TOT","PC_LF","M","1992-04",10.4702,
"AUS","HUR","TOT","PC_LF","M","1992-05",10.61943,
"AUS","HUR","TOT","PC_LF","M","1992-06",10.81138,
"AUS","HUR","TOT","PC_LF","M","1992-07",11.13584,
"AUS","HUR","TOT","PC_LF","M","1992-08",10.72316,
"AUS","HUR","TOT","PC_LF","M","1992-09",10.61666,
"AUS","HUR","TOT","PC_LF","M","1992-10",11.09227,
"AUS","HUR","TOT","PC_LF","M","1992-11",11.13678,
"AUS","HUR","TOT","PC_LF","M","1992-12",11.21769,
"AUS","HUR","TOT","PC_LF","M","1993-01",10.834,
"AUS","HUR","TOT","PC_LF","M","1993-02",11.01571,
"AUS","HUR","TOT","PC_LF","M","1993-03",10.85906,
"AUS","HUR","TOT","PC_LF","M","1993-04",10.76485,
"AUS","HUR","TOT","PC_LF","M","1993-05",10.78739,
"AUS","HUR","TOT","PC_LF","M","1993-06",10.99427,
"AUS","HUR","TOT","PC_LF","M","1993-07",10.94384,
"AUS","HUR","TOT","PC_LF","M","1993-08",10.98405,
"AUS","HUR","TOT","PC_LF","M","1993-09",10.74168,
"AUS","HUR","TOT","PC_LF","M","1993-10",10.95828,
"AUS","HUR","TOT","PC_LF","M","1993-11",10.94934,
"AUS","HUR","TOT","PC_LF","M","1993-12",10.75694,
"AUS","HUR","TOT","PC_LF","M","1994-01",10.56924,
"AUS","HUR","TOT","PC_LF","M","1994-02",10.40021,
"AUS","HUR","TOT","PC_LF","M","1994-03",10.35418,
"AUS","HUR","TOT","PC_LF","M","1994-04",10.06089,
"AUS","HUR","TOT","PC_LF","M","1994-05",9.767481,
"AUS","HUR","TOT","PC_LF","M","1994-06",9.82201,
"AUS","HUR","TOT","PC_LF","M","1994-07",9.63146,
"AUS","HUR","TOT","PC_LF","M","1994-08",9.445496,
"AUS","HUR","TOT","PC_LF","M","1994-09",9.354275,
"AUS","HUR","TOT","PC_LF","M","1994-10",9.093495,
"AUS","HUR","TOT","PC_LF","M","1994-11",9.143254,
"AUS","HUR","TOT","PC_LF","M","1994-12",8.935909,
"AUS","HUR","TOT","PC_LF","M","1995-01",8.857946,
"AUS","HUR","TOT","PC_LF","M","1995-02",8.824611,
"AUS","HUR","TOT","PC_LF","M","1995-03",8.617329,
"AUS","HUR","TOT","PC_LF","M","1995-04",8.265398,
"AUS","HUR","TOT","PC_LF","M","1995-05",8.475618,
"AUS","HUR","TOT","PC_LF","M","1995-06",8.35535,
"AUS","HUR","TOT","PC_LF","M","1995-07",8.426982,
"AUS","HUR","TOT","PC_LF","M","1995-08",8.320868,
"AUS","HUR","TOT","PC_LF","M","1995-09",8.363118,
"AUS","HUR","TOT","PC_LF","M","1995-10",8.57602,
"AUS","HUR","TOT","PC_LF","M","1995-11",8.452087,
"AUS","HUR","TOT","PC_LF","M","1995-12",8.144758,
"AUS","HUR","TOT","PC_LF","M","1996-01",8.455494,
"AUS","HUR","TOT","PC_LF","M","1996-02",8.32771,
"AUS","HUR","TOT","PC_LF","M","1996-03",8.421453,
"AUS","HUR","TOT","PC_LF","M","1996-04",8.576654,
"AUS","HUR","TOT","PC_LF","M","1996-05",8.41547,
"AUS","HUR","TOT","PC_LF","M","1996-06",8.256826,
"AUS","HUR","TOT","PC_LF","M","1996-07",8.568409,
"AUS","HUR","TOT","PC_LF","M","1996-08",8.722674,
"AUS","HUR","TOT","PC_LF","M","1996-09",8.57661,
"AUS","HUR","TOT","PC_LF","M","1996-10",8.760438,
"AUS","HUR","TOT","PC_LF","M","1996-11",8.470781,
"AUS","HUR","TOT","PC_LF","M","1996-12",8.631488,
"AUS","HUR","TOT","PC_LF","M","1997-01",8.567435,
"AUS","HUR","TOT","PC_LF","M","1997-02",8.703664,
"AUS","HUR","TOT","PC_LF","M","1997-03",8.592807,
"AUS","HUR","TOT","PC_LF","M","1997-04",8.566405,
"AUS","HUR","TOT","PC_LF","M","1997-05",8.548759,
"AUS","HUR","TOT","PC_LF","M","1997-06",8.332915,
"AUS","HUR","TOT","PC_LF","M","1997-07",8.589861,
"AUS","HUR","TOT","PC_LF","M","1997-08",8.466051,
"AUS","HUR","TOT","PC_LF","M","1997-09",8.068501,
"AUS","HUR","TOT","PC_LF","M","1997-10",8.033845,
"AUS","HUR","TOT","PC_LF","M","1997-11",7.987101,
"AUS","HUR","TOT","PC_LF","M","1997-12",7.911155,
"AUS","HUR","TOT","PC_LF","M","1998-01",7.86605,
"AUS","HUR","TOT","PC_LF","M","1998-02",7.773343,
"AUS","HUR","TOT","PC_LF","M","1998-03",7.883909,
"AUS","HUR","TOT","PC_LF","M","1998-04",7.602554,
"AUS","HUR","TOT","PC_LF","M","1998-05",7.76585,
"AUS","HUR","TOT","PC_LF","M","1998-06",7.833603,
"AUS","HUR","TOT","PC_LF","M","1998-07",7.975143,
"AUS","HUR","TOT","PC_LF","M","1998-08",7.756398,
"AUS","HUR","TOT","PC_LF","M","1998-09",7.634339,
"AUS","HUR","TOT","PC_LF","M","1998-10",7.314284,
"AUS","HUR","TOT","PC_LF","M","1998-11",7.62815,
"AUS","HUR","TOT","PC_LF","M","1998-12",7.184215,
"AUS","HUR","TOT","PC_LF","M","1999-01",7.119821,
"AUS","HUR","TOT","PC_LF","M","1999-02",7.115868,
"AUS","HUR","TOT","PC_LF","M","1999-03",7.013355,
"AUS","HUR","TOT","PC_LF","M","1999-04",6.979028,
"AUS","HUR","TOT","PC_LF","M","1999-05",7.026086,
"AUS","HUR","TOT","PC_LF","M","1999-06",6.654351,
"AUS","HUR","TOT","PC_LF","M","1999-07",6.676052,
"AUS","HUR","TOT","PC_LF","M","1999-08",6.907131,
"AUS","HUR","TOT","PC_LF","M","1999-09",7.042515,
"AUS","HUR","TOT","PC_LF","M","1999-10",6.777158,
"AUS","HUR","TOT","PC_LF","M","1999-11",6.440176,
"AUS","HUR","TOT","PC_LF","M","1999-12",6.685201,
"AUS","HUR","TOT","PC_LF","M","2000-01",6.768972,
"AUS","HUR","TOT","PC_LF","M","2000-02",6.619944,
"AUS","HUR","TOT","PC_LF","M","2000-03",6.565782,
"AUS","HUR","TOT","PC_LF","M","2000-04",6.376769,
"AUS","HUR","TOT","PC_LF","M","2000-05",6.415163,
"AUS","HUR","TOT","PC_LF","M","2000-06",6.116051,
"AUS","HUR","TOT","PC_LF","M","2000-07",5.954925,
"AUS","HUR","TOT","PC_LF","M","2000-08",6.052351,
"AUS","HUR","TOT","PC_LF","M","2000-09",5.964069,
"AUS","HUR","TOT","PC_LF","M","2000-10",6.010425,
"AUS","HUR","TOT","PC_LF","M","2000-11",6.261842,
"AUS","HUR","TOT","PC_LF","M","2000-12",6.244661,
"AUS","HUR","TOT","PC_LF","M","2001-01",6.141033,
"AUS","HUR","TOT","PC_LF","M","2001-02",6.502514,
"AUS","HUR","TOT","PC_LF","M","2001-03",6.45946,
"AUS","HUR","TOT","PC_LF","M","2001-04",6.783172,
"AUS","HUR","TOT","PC_LF","M","2001-05",6.893919,
"AUS","HUR","TOT","PC_LF","M","2001-06",6.933984,
"AUS","HUR","TOT","PC_LF","M","2001-07",6.880962,
"AUS","HUR","TOT","PC_LF","M","2001-08",6.881994,
"AUS","HUR","TOT","PC_LF","M","2001-09",6.842879,
"AUS","HUR","TOT","PC_LF","M","2001-10",7.194396,
"AUS","HUR","TOT","PC_LF","M","2001-11",6.884806,
"AUS","HUR","TOT","PC_LF","M","2001-12",6.862207,
"AUS","HUR","TOT","PC_LF","M","2002-01",6.914576,
"AUS","HUR","TOT","PC_LF","M","2002-02",6.53722,
"AUS","HUR","TOT","PC_LF","M","2002-03",6.431297,
"AUS","HUR","TOT","PC_LF","M","2002-04",6.34656,
"AUS","HUR","TOT","PC_LF","M","2002-05",6.373549,
"AUS","HUR","TOT","PC_LF","M","2002-06",6.496713,
"AUS","HUR","TOT","PC_LF","M","2002-07",6.180488,
"AUS","HUR","TOT","PC_LF","M","2002-08",6.350584,
"AUS","HUR","TOT","PC_LF","M","2002-09",6.313393,
"AUS","HUR","TOT","PC_LF","M","2002-10",6.129097,
"AUS","HUR","TOT","PC_LF","M","2002-11",6.162391,
"AUS","HUR","TOT","PC_LF","M","2002-12",6.183089,
"AUS","HUR","TOT","PC_LF","M","2003-01",6.082192,
"AUS","HUR","TOT","PC_LF","M","2003-02",5.955863,
"AUS","HUR","TOT","PC_LF","M","2003-03",6.13197,
"AUS","HUR","TOT","PC_LF","M","2003-04",6.030808,
"AUS","HUR","TOT","PC_LF","M","2003-05",6.069918,
"AUS","HUR","TOT","PC_LF","M","2003-06",6.055619,
"AUS","HUR","TOT","PC_LF","M","2003-07",6.128766,
"AUS","HUR","TOT","PC_LF","M","2003-08",5.818796,
"AUS","HUR","TOT","PC_LF","M","2003-09",5.776393,
"AUS","HUR","TOT","PC_LF","M","2003-10",5.784034,
"AUS","HUR","TOT","PC_LF","M","2003-11",5.661158,
"AUS","HUR","TOT","PC_LF","M","2003-12",5.682138,
"AUS","HUR","TOT","PC_LF","M","2004-01",5.531861,
"AUS","HUR","TOT","PC_LF","M","2004-02",5.644053,
"AUS","HUR","TOT","PC_LF","M","2004-03",5.438286,
"AUS","HUR","TOT","PC_LF","M","2004-04",5.508479,
"AUS","HUR","TOT","PC_LF","M","2004-05",5.337377,
"AUS","HUR","TOT","PC_LF","M","2004-06",5.464096,
"AUS","HUR","TOT","PC_LF","M","2004-07",5.551194,
"AUS","HUR","TOT","PC_LF","M","2004-08",5.518528,
"AUS","HUR","TOT","PC_LF","M","2004-09",5.371799,
"AUS","HUR","TOT","PC_LF","M","2004-10",5.123576,
"AUS","HUR","TOT","PC_LF","M","2004-11",5.162333,
"AUS","HUR","TOT","PC_LF","M","2004-12",5.06953,
"AUS","HUR","TOT","PC_LF","M","2005-01",5.074622,
"AUS","HUR","TOT","PC_LF","M","2005-02",5.085431,
"AUS","HUR","TOT","PC_LF","M","2005-03",5.163756,
"AUS","HUR","TOT","PC_LF","M","2005-04",5.123358,
"AUS","HUR","TOT","PC_LF","M","2005-05",5.100113,
"AUS","HUR","TOT","PC_LF","M","2005-06",4.950796,
"AUS","HUR","TOT","PC_LF","M","2005-07",4.972756,
"AUS","HUR","TOT","PC_LF","M","2005-08",4.902418,
"AUS","HUR","TOT","PC_LF","M","2005-09",5.003174,
"AUS","HUR","TOT","PC_LF","M","2005-10",5.01636,
"AUS","HUR","TOT","PC_LF","M","2005-11",4.937554,
"AUS","HUR","TOT","PC_LF","M","2005-12",5.071115,
"AUS","HUR","TOT","PC_LF","M","2006-01",5.163861,
"AUS","HUR","TOT","PC_LF","M","2006-02",5.105196,
"AUS","HUR","TOT","PC_LF","M","2006-03",4.86816,
"AUS","HUR","TOT","PC_LF","M","2006-04",4.967295,
"AUS","HUR","TOT","PC_LF","M","2006-05",4.798697,
"AUS","HUR","TOT","PC_LF","M","2006-06",4.808897,
"AUS","HUR","TOT","PC_LF","M","2006-07",4.657434,
"AUS","HUR","TOT","PC_LF","M","2006-08",4.713168,
"AUS","HUR","TOT","PC_LF","M","2006-09",4.667052,
"AUS","HUR","TOT","PC_LF","M","2006-10",4.463884,
"AUS","HUR","TOT","PC_LF","M","2006-11",4.515885,
"AUS","HUR","TOT","PC_LF","M","2006-12",4.569097,
"AUS","HUR","TOT","PC_LF","M","2007-01",4.555173,
"AUS","HUR","TOT","PC_LF","M","2007-02",4.6362,
"AUS","HUR","TOT","PC_LF","M","2007-03",4.460739,
"AUS","HUR","TOT","PC_LF","M","2007-04",4.387366,
"AUS","HUR","TOT","PC_LF","M","2007-05",4.26491,
"AUS","HUR","TOT","PC_LF","M","2007-06",4.324747,
"AUS","HUR","TOT","PC_LF","M","2007-07",4.254053,
"AUS","HUR","TOT","PC_LF","M","2007-08",4.30023,
"AUS","HUR","TOT","PC_LF","M","2007-09",4.213971,
"AUS","HUR","TOT","PC_LF","M","2007-10",4.327138,
"AUS","HUR","TOT","PC_LF","M","2007-11",4.427521,
"AUS","HUR","TOT","PC_LF","M","2007-12",4.309566,
"AUS","HUR","TOT","PC_LF","M","2008-01",4.221169,
"AUS","HUR","TOT","PC_LF","M","2008-02",3.981161,
"AUS","HUR","TOT","PC_LF","M","2008-03",4.058254,
"AUS","HUR","TOT","PC_LF","M","2008-04",4.266881,
"AUS","HUR","TOT","PC_LF","M","2008-05",4.266643,
"AUS","HUR","TOT","PC_LF","M","2008-06",4.244201,
"AUS","HUR","TOT","PC_LF","M","2008-07",4.251085,
"AUS","HUR","TOT","PC_LF","M","2008-08",4.016149,
"AUS","HUR","TOT","PC_LF","M","2008-09",4.289724,
"AUS","HUR","TOT","PC_LF","M","2008-10",4.290961,
"AUS","HUR","TOT","PC_LF","M","2008-11",4.463317,
"AUS","HUR","TOT","PC_LF","M","2008-12",4.571092,
"AUS","HUR","TOT","PC_LF","M","2009-01",4.908084,
"AUS","HUR","TOT","PC_LF","M","2009-02",5.306102,
"AUS","HUR","TOT","PC_LF","M","2009-03",5.713026,
"AUS","HUR","TOT","PC_LF","M","2009-04",5.514769,
"AUS","HUR","TOT","PC_LF","M","2009-05",5.812155,
"AUS","HUR","TOT","PC_LF","M","2009-06",5.861667,
"AUS","HUR","TOT","PC_LF","M","2009-07",5.673621,
"AUS","HUR","TOT","PC_LF","M","2009-08",5.716066,
"AUS","HUR","TOT","PC_LF","M","2009-09",5.661459,
"AUS","HUR","TOT","PC_LF","M","2009-10",5.624306,
"AUS","HUR","TOT","PC_LF","M","2009-11",5.558989,
"AUS","HUR","TOT","PC_LF","M","2009-12",5.492146,
"AUS","HUR","TOT","PC_LF","M","2010-01",5.266345,
"AUS","HUR","TOT","PC_LF","M","2010-02",5.303343,
"AUS","HUR","TOT","PC_LF","M","2010-03",5.42433,
"AUS","HUR","TOT","PC_LF","M","2010-04",5.499742,
"AUS","HUR","TOT","PC_LF","M","2010-05",5.229443,
"AUS","HUR","TOT","PC_LF","M","2010-06",5.144043,
"AUS","HUR","TOT","PC_LF","M","2010-07",5.289492,
"AUS","HUR","TOT","PC_LF","M","2010-08",5.033607,
"AUS","HUR","TOT","PC_LF","M","2010-09",5.053716,
"AUS","HUR","TOT","PC_LF","M","2010-10",5.286494,
"AUS","HUR","TOT","PC_LF","M","2010-11",5.109102,
"AUS","HUR","TOT","PC_LF","M","2010-12",4.878179,
"AUS","HUR","TOT","PC_LF","M","2011-01",5.00418,
"AUS","HUR","TOT","PC_LF","M","2011-02",4.978266,
"AUS","HUR","TOT","PC_LF","M","2011-03",4.927809,
"AUS","HUR","TOT","PC_LF","M","2011-04",4.960418,
"AUS","HUR","TOT","PC_LF","M","2011-05",5.01334,
"AUS","HUR","TOT","PC_LF","M","2011-06",4.915062,
"AUS","HUR","TOT","PC_LF","M","2011-07",5.094185,
"AUS","HUR","TOT","PC_LF","M","2011-08",5.270551,
"AUS","HUR","TOT","PC_LF","M","2011-09",5.219069,
"AUS","HUR","TOT","PC_LF","M","2011-10",5.189953,
"AUS","HUR","TOT","PC_LF","M","2011-11",5.230527,
"AUS","HUR","TOT","PC_LF","M","2011-12",5.199093,
"AUS","HUR","TOT","PC_LF","M","2012-01",5.048141,
"AUS","HUR","TOT","PC_LF","M","2012-02",5.202077,
"AUS","HUR","TOT","PC_LF","M","2012-03",5.185261,
"AUS","HUR","TOT","PC_LF","M","2012-04",4.995734,
"AUS","HUR","TOT","PC_LF","M","2012-05",5.200192,
"AUS","HUR","TOT","PC_LF","M","2012-06",5.159878,
"AUS","HUR","TOT","PC_LF","M","2012-07",5.182952,
"AUS","HUR","TOT","PC_LF","M","2012-08",5.154801,
"AUS","HUR","TOT","PC_LF","M","2012-09",5.482411,
"AUS","HUR","TOT","PC_LF","M","2012-10",5.413185,
"AUS","HUR","TOT","PC_LF","M","2012-11",5.256284,
"AUS","HUR","TOT","PC_LF","M","2012-12",5.435501,
"AUS","HUR","TOT","PC_LF","M","2013-01",5.390453,
"AUS","HUR","TOT","PC_LF","M","2013-02",5.410675,
"AUS","HUR","TOT","PC_LF","M","2013-03",5.64447,
"AUS","HUR","TOT","PC_LF","M","2013-04",5.590552,
"AUS","HUR","TOT","PC_LF","M","2013-05",5.610126,
"AUS","HUR","TOT","PC_LF","M","2013-06",5.689666,
"AUS","HUR","TOT","PC_LF","M","2013-07",5.634674,
"AUS","HUR","TOT","PC_LF","M","2013-08",5.838285,
"AUS","HUR","TOT","PC_LF","M","2013-09",5.695109,
"AUS","HUR","TOT","PC_LF","M","2013-10",5.825334,
"AUS","HUR","TOT","PC_LF","M","2013-11",5.796578,
"AUS","HUR","TOT","PC_LF","M","2013-12",5.90414,
"AUS","HUR","TOT","PC_LF","M","2014-01",5.944219,
"AUS","HUR","TOT","PC_LF","M","2014-02",5.895029,
"AUS","HUR","TOT","PC_LF","M","2014-03",5.882296,
"AUS","HUR","TOT","PC_LF","M","2014-04",5.809099,
"AUS","HUR","TOT","PC_LF","M","2014-05",5.930977,
"AUS","HUR","TOT","PC_LF","M","2014-06",6.036907,
"AUS","HUR","TOT","PC_LF","M","2014-07",6.158658,
"AUS","HUR","TOT","PC_LF","M","2014-08",6.085177,
"AUS","HUR","TOT","PC_LF","M","2014-09",6.216553,
"AUS","HUR","TOT","PC_LF","M","2014-10",6.359546,
"AUS","HUR","TOT","PC_LF","M","2014-11",6.297723,
"AUS","HUR","TOT","PC_LF","M","2014-12",6.109701,
"AUS","HUR","TOT","PC_LF","M","2015-01",6.352143,
"AUS","HUR","TOT","PC_LF","M","2015-02",6.166001,
"AUS","HUR","TOT","PC_LF","M","2015-03",6.114974,
"AUS","HUR","TOT","PC_LF","M","2015-04",6.121676,
"AUS","HUR","TOT","PC_LF","M","2015-05",5.933183,
"AUS","HUR","TOT","PC_LF","M","2015-06",5.988641,
"AUS","HUR","TOT","PC_LF","M","2015-07",6.256232,
