TITLE,SUMMARY,DATE
STMicroelectronics: Benedetto Vigna to leave to become CEO of another company,"June 9 (Reuters) - Stmicroelectronics Nv <STM.BN>::REG-STMICROELECTRONICS ANNOUNCES CHANGE IN LEADERSHIP TEAM.BENEDETTO VIGNA, PRESIDENT OF ANALOG, MEMS AND SENSORS GROUP, HAS INFORMED COMPANY THAT HE WILL STEP DOWN FROM HIS POSITION ON AUGUST 31, 2021 TO BECOME CEO OF ANOTHER COMPANY..",4 days ago
Stmicroelectronics Announces Status Of Common Share Repurchase Program,June 7 (Reuters) - STMicroelectronics NV <STM.BN>::STMICROELECTRONICS ANNOUNCES STATUS OF COMMON SHARE REPURCHASE PROGRAM.,5 days ago
STMicroelectronics And Metalenz Partner,"June 2 (Reuters) - STMicroelectronics NV <STM.BN>::STMICROELECTRONICS AND METALENZ PARTNER TO TRANSFORM OPTICAL SENSING FOR CONSUMER, AUTOMOTIVE, AND INDUSTRIAL APPLICATIONS.",10 days ago
Stmicroelectronics Acquires Cartesiam,May 19 (Reuters) - STMicroelectronics NV STM.MI::ACQUIRES CARTESIAM.,25 days ago
STMicroelectronics Q1 Net Profit Up At $364 Mln,"April 29 (Reuters) - StMicroelectronics Nv <STM.BN>::STMICROELECTRONICS REPORTS 2021 FIRST QUARTER FINANCIAL RESULTS.Q1 REVENUE ROSE 35.2 PERCENT TO $3.02 BILLION.Q1 EARNINGS PER SHARE $0.39.SEES Q2 REVENUE OF $2.9 BILLION.BUSINESS OUTLOOK AT MID-POINT: Q2 NET REVENUES OF $2.9 BILLION AND GROSS MARGIN OF 39.5%.Q1 FREE CASH FLOW $261 MILLION AFTER NET CAPITAL EXPENDITURE PAYMENTS OF $405 MILLION.Q1 OPERATING MARGIN IMPROVED 420 BASIS POINTS TO 14.6% AND NET INCOME INCREASED 89.6% TO $364 MILLION.Q1 NET PROFIT $364 MILLION VERSUS $192 MILLION YEAR AGO.SEES Q2 GROSS MARGIN OF ABOUT 39.5%, PLUS OR MINUS 200 BASIS POINTS.EXPECTS ITS 2021 CAPEX TO BE ABOUT $2 BILLION.Q1 OPERATING INCOME $ 440 MILLION VERSUS $231 MILLION YEAR AGO.IN Q1 PAID CASH DIVIDENDS TO ITS SHAREHOLDERS TOTALING $38 MILLION AND EXECUTED A $156 MILLION SHARE BUY-BACK AS PART OF ITS PREVIOUSLY ANNOUNCED SHARE REPURCHASE PROGRAM.NET FINANCIAL POSITION (NON-U.S. GAAP) WAS $1.19 BILLION AT APRIL 3, 2021 COMPARED TO $1.10 BILLION AT DECEMBER 31, 2020.Q1 TOTAL LIQUIDITY OF $4.16 BILLION AND TOTAL FINANCIAL DEBT OF $2.97 BILLION.WE WILL DRIVE COMPANY BASED ON A PLAN FOR FY21 REVENUES OF $12.1 BILLION, PLUS OR MINUS $150 MILLION, A YEAR-OVER-YEAR INCREASE OF 18.4% AT MID-POINT - CEO.THIS GROWTH IS EXPECTED TO BE DRIVEN BY STRONG DYNAMICS IN ALL END MARKETS WE ADDRESS AND OUR ENGAGED CUSTOMER PROGRAMS - CEO.",a month ago
STMicroelectronics Joins mioty Alliance On IoT Applications,April 22 (Reuters) - STMICROELECTRONICS NV <STM.BN>::JOINS MIOTY ALLIANCE EXTENDING OPPORTUNITIES FOR MASSIVE IOT APPLICATIONS.MIOTY STACK DEVELOPED BY ST AUTHORIZED PARTNER STACKFORCE.,2 months ago
"STMicroelectronics, OQmented Partner On Scanning Solutions","March 29 (Reuters) - STMicroelectronics NV <STM.BN>::AND OQMENTED TO JOINTLY DEVELOP, MANUFACTURE,AND MARKET ADVANCED MEMS MIRROR-BASED LASER-BEAM SCANNING SOLUTIONS.AGREEMENT FOCUSES ON INCREASING DEVELOPMENT AND CAPACITYFOR ULTRA-COMPACT, LOW-POWER LASER-BEAM SCANNERS TO EXPAND MARKET.",3 months ago
STMicro 'Accelerated Path' To Achieve $12 Billion Full-Year Sales Target,"Jan 28 (Reuters) - :STMICRO CEO CHERY SAYS DEMAND FOR AUTO PRODUCTS ACCELERATED 'MUCH FASTER AND STRONGER THAN ANTICIPATED' IN H2 2020.STMICRO CEO CHERY SAYS GROUP 'ACCELERATED PATH' TO ACHIEVE TRAJECTORY FOR FY $12 SALES BILLION TARGET.STMICRO CEO CHERY SAYS STRONG ACCELERATION OF DEMAND FROM AUTO INDUSTRY WAS 'QUITE SUDDEN'.STMICRO CEO CHERY SAYS HIGHER DEMAND FROM AUTO INDUSTRY PUT UNDER STRESS THE SUPPLY CHAIN.STMICRO CEO CHERY SAYS GROUP SUPPORTING AUTO CUSTOMERS VERY CLOSELY, EMERGENCY TASK FORCE IN PLACE.STMICRO CEO CHERY SAYS GROUP AIMS TO 'FAIRLY BALANCE' PRODUCTION CAPACITY FOR ALL ITS CUSTOMERS.STMICRO CEO CHERY SAYS GROUP DOES NOT PLAN ANY MATERIAL CHANGE IN IMAGING PRODUCTS SALES IN 2021. (Reporting by Mathieu Rosemain). ((Mathieu.Rosemain@thomsonreuters.com;)).",5 months ago
STMicroelectronics Plans 'Solid' Revenue Growth In 2021 - Presentation,"Jan 28 (Reuters) - :STMICROELECTRONICS PLANS 'SOLID' REVENUE GROWTH IN 2021, OUTPERFORMING MARKETS WHERE COMPANY SERVES - PRESENTATION.STMICRO SAYS LONG-TERM TRENDS IN ELECTRONIC SYSTEMS ACCELERATED IN 2020 AND ARE DRIVING DEMAND - PRESENTATION.STMICRO SAYS GROUP UNPRECEDENTED MARKET SITUATION WITH CHIP DEMAND INCREASING ACROSS ENTIRE INDUSTRY - PRESENTATION.STMICRO SAYS INCREASED GLOBAL CHIP DEMAND DRIVEN BY CAR PRODUCTION VOLUMES AND REPLENISHMENT OF INVENTORIES ACROSS AUTO SUPPLY CHAIN - PRESENTATION.STMICRO SAYS INCREASED GLOBAL CHIP DEMAND ALSO DUE TO 'VERY LEAN' INVENTORY LEVELS AT DISTRIBUTORS, STAY-AT-HOME EFFECTS BOOSTING DEMAND FOR PERSONAL ELECTRONICS - PRESENTATION. (Reporting by Mathieu Rosemain). ((Mathieu.Rosemain@thomsonreuters.com;)).",5 months ago
STMicroelectronics: Jean-Marc Chery Accepts Proposal To Be Available For Reappointment In Current Role,"Jan 28 (Reuters) - STMICROELECTRONICS NV <STM.BN>::STATEMENT FROM THE SUPERVISORY BOARD OF STMICROELECTRONICS.ASKED JEAN-MARC CHERY, ST'S PRESIDENT AND CEO, TO BE AVAILABLE FOR A REAPPOINTMENT IN HIS CURRENT ROLE. MR. CHERY HAS ACCEPTED PROPOSAL.",5 months ago
