TITLE,SUMMARY,DATE
Renault: Still Needs To Work On Lowering Its Production Costs,June 9 (Reuters) - Renault <RENA.PA>::: STILL NEEDS TO WORK ON LOWER ITS PRODUCTION COSTS.: STILL NEEDS TO WORK ON LOWERING ITS PRODUCTION COSTS.Further company coverage: <RENA.PA>. (Reporting by paris.newsroom@thomsonreuters.com). ((+ 33 (0) 1 49 49 56 85;)).,4 days ago
Renault Would Like To Work With A Partner Regarding Outsourcing In France Of Aluminium Batteries Production,June 9 (Reuters) - Renault <RENA.PA>::: EXPECTS TO MAKE SIGNIFICANT FINANCIAL INVESTMENTS INTO THE RENAULT ELECTRICITY UNIT.: WOULD LIKE TO WORK WITH A PARTNER REGARDING THE OUTSOURCING WITHIN FRANCE OF THE PRODUCTION OF ALUMINIUM BATTERIES.,4 days ago
Renault to create Renault Electricity in Northern France,"June 9 (Reuters) - Renault RENA GROUP::CREATES RENAULT ELECTRICITY: THE ELECTRIC INDUSTRIAL POLE OF NORTHERN FRANCE.RENAULT GROUP AND THE REPRESENTATIVE TRADE UNIONS HAVE SIGNED AN AGREEMENT GIVING BIRTH TO RENAULT ELECTRICITY,.RENAULT: THIS NEW LEGAL ENTITY GROUPS TOGETHER THE SITES OF NORTHERN FRANCE: DOUAI, MAUBEUGE AND RUITZ.RENAULT: WITH AN AMBITION OF 400,000 VEHICLES PER YEAR, RENAULT ELECTRICITY WILL BE THE LARGEST AND MOST COMPETITIVE ELECTRIC VEHICLE PRODUCTION CENTRE IN EUROPE.RENAULT: RENAULT ELECTRICITY WILL CONTRIBUTE TO THE CREATION OF 700 DIRECT JOBS SPREAD ACROSS THE VARIOUS SITES BY 2025 AND A UNIVERSITY AND TRAINING CENTRE.RENAULT: TO SUPPORT THIS AMBITIOUS INDUSTRIAL PROJECT, RENAULT GROUP PLANS TO CREATE 700 PERMANENT JOBS BETWEEN 2022 AND THE END OF 2024.RENAULT GROUP WILL ALSO PARTICIPATE IN INNOVATION INITIATIVES IN PARTNERSHIP WITH START-UPS AND SPECIALISED ENTITIES TO SUPPORT FUTURE DEVELOPMENTS IN THE AUTOMOTIVE WORLD BY PARTICIPATING IN ‘INCUBATOR’ TYPE INITIATIVES..RENAULT GROUP WILL WORK TO DEMONSTRATE THE ADVANTAGES OF LOCATING BOTH THE BATTERY FACTORY PROJECT AND OTHER PARTNERS PRODUCING ELECTRIC VEHICLE COMPONENTS NEAR ITS FACTORIES..",4 days ago
"Renault Samsung May Global Sales Down 13% Y/Y To 10,348 Vehicles","June 1 (Reuters) - :RENAULT SAMSUNG MAY GLOBAL SALES DOWN 13% Y/Y TO 10,348 VEHICLES.Further company coverage: <RENA.PA>. ((Heekyong.Yang@thomsonreuters.com;)).",12 days ago
Indian Court Requests Renault-Nissan Workers To Rejoin Work,"May 31 (Reuters) - :RENAULT-NISSAN SOUTH INDIAN PLANT PRODUCED 7,129 CARS IN MAY VERSUS 17,207 IN APRIL; MAY OUTPUT TARGET WAS 18,852 CARS - COURT FILING.INDIAN COURT SAYS REQUESTS RENAULT-NISSAN WORKERS TO REJOIN WORK. ((reuters.briefs@thomsonreuters.com;)).",13 days ago
Nissan Will Have Electrified 100% Of Its European Line-Up By The End Of 2022-COO,May 11 (Reuters) - :NISSAN WILL HAVE ELECTRIFIED 100% OF ITS EUROPEAN LINE-UP BY THE END OF 2022-COO. (Reporting by Gilles Guillaume;). ((sudip.kargupta@thomsonreuters.com;)).,a month ago
Renault: Nissan Will Have Negative Contribution To Renault’s Earnings at -73 Million Euros,May 11 (Reuters) - RENAULT SA <RENA.PA>::NISSAN CONTRIBUTES -€73 MILLION FOR FIRST QUARTER 2021 TO RENAULT’S EARNINGS.,a month ago
"Renault Samsung April Global Sales Down 29% Y/Y To 9,344 Vehicles","May 3 (Reuters) - :RENAULT SAMSUNG APRIL GLOBAL SALES DOWN 29% Y/Y TO 9,344 VEHICLES.Further company coverage: <RENA.PA>. ((Heekyong.Yang@thomsonreuters.com;)).",a month ago
Renault strikes deal with Iberdrola to reduce carbon footprint in Spain and Portugal,"April 29 (Reuters) - Renault <RENA.PA>/Iberdrola SA <IBE.MC>::* Renault Group and Iberdrola today signed a strategic partnership agreement that will launch projects aimed at reducing CO2 emissions in Renault's energy consumption in Spain and Portugal..* Under the agreement, Iberdrola will supply the manufacturer with long-term green energy, implement heat electrification and energy efficiency solutions, analyse on-site renewable projects, as well as mobility electrification and the use of second life batteries. . (Reporting by Sudip Kar-Gupta). ((sudip.kargupta@thomsonreuters.com;)).",a month ago
Renault says aiming for carbon neutrality in Europe in 2040,"April 26 (Reuters) - Renault <RENA.PA> statement::COMMITS TO REDUCING ITS PROCUREMENT CARBON FOOTPRINT BY FOCUSING EFFORTS ON SIX COMPONENTS.AIMS TO REDUCE EMISSIONS FROM FACILITIES BY 50% WORLDWIDE. WILL INVEST €20 MILLION IN ITS INDUSTRIAL FACILITIES AS PART OF THIS ENVIRONMENTAL GOAL. VEHICLE DISMANTLING AND PART RECYCLING – INCLUDING BATTERIES – AT THE RE-FACTORY IN FLINS AND RENAULT ENVIRONMENT SUBSIDIARIES WILL GENERATE MORE THAN €1 BILLION IN SALES BY 2030.. ELECTRO-NORTHPOLE FACILITIES WILL BE CARBON NEUTRAL BY 2025, WITH REMAINING FACILITIES IN EUROPE FOLLOWING SUIT BY 2030..WORKING TO SECURE A RESPONSIBLE AND SUSTAINABLE SUPPLY OF MINERALS.AIMS TO ACHIEVE CARBON NEUTRALITY IN EUROPE IN 2040 AND WORLDWIDE IN 2050..",2 months ago
