TITLE,SUMMARY,DATE
TotalEnergies to install new electric vehicle charging points in Amsterdam,"June 8 (Reuters) - TotalEnergies SE <TOTF.PA>::The municipality of Amsterdam has awarded the concession for the expansion of its public charging network for electric vehicles (EV) to TotalEnergies. As part of this new concession, TotalEnergies will expand Amsterdam's current network with 2,200 new EV charging points, to be installed by fall 2022..Further company coverage: <TOTF.PA>. (Reporting by Sudip Kar-Gupta). ((sudip.kargupta@thomsonreuters.com;)).",5 days ago
CFM Holdings Limited Updates On Ops Due To Malaysian Nationwide Total Lockdown,June 4 (Reuters) - CFM Holdings Ltd <CFMH.SI>::RECEIVED APPROVAL FROM MINISTRY OF TRADE AND INDUSTRY TO CONTINUE ITS OPERATION FROM 3 JUNE.UNABLE TO ASSESS IMPACT MALAYSIAN DIRECTIVE MAY HAVE ON GROUP'S EARNINGS PER SHARE.HANTONG METAL COMPONENT (PENANG) TO CONTINUE ITS OPERATIONS AT 60% WORKFORCE.REVENUE CONTRIBUTION FROM MALAYSIA WAS ABOUT 40% OF TOTAL REVENUE FOR FY 2020.,9 days ago
BRIEF-TotalEnergies To Acquire 10% Of Arctic Transshipment from Novatek,"Repeats to add Reuters instrument code and widen distribution:June 3 (Reuters) - TotalEnergies SE <TOTF.PA>:.TOTALENERGIES HAS SIGNED A SALE AND PURCHASE AGREEMENT (SPA) WITH NOVATEK <<<NVTK.MM>>> TO ACQUIRE 10% OF ARCTIC TRANSSHIPMENT LLC.ALSO HOLDS A 10% STAKE IN ARCTIC LNG 2, A PROJECT CURRENTLY UNDER CONSTRUCTION AND ON TRACK TO DELIVER ITS FIRST LNG CARGO IN 2023.TOTALENERGIES IS A 19.4% SHAREHOLDER IN NOVATEK AND HOLDS A 20% STAKE IN YAMAL LNG.Further company coverage: TOTF.PA. (Gdansk Newsroom). ((Gdansk.newsroom@thomsonreuters.com; +48 58 778 51 10;)).",9 days ago
Totalenergies To Acquire 10% Of Arctic Transshipment from Novatek,"June 3 (Reuters) - TotalEnergies SE <TOTF.PA>::TOTALENERGIES HAS SIGNED A SALE AND PURCHASE AGREEMENT (SPA) WITH NOVATEK TO ACQUIRE 10% OF ARCTIC TRANSSHIPMENT LLC.ALSO HOLDS A 10% STAKE IN ARCTIC LNG 2, A PROJECT CURRENTLY UNDER CONSTRUCTION AND ON TRACK TO DELIVER ITS FIRST LNG CARGO IN 2023.TOTALENERGIES IS A 19.4% SHAREHOLDER IN NOVATEK AND HOLDS A 20% STAKE IN YAMAL LNG.Further company coverage: TOTF.PA. (Gdansk Newsroom). ((Gdansk.newsroom@thomsonreuters.com; +48 58 778 51 10;)).",9 days ago
Total Chairman Says Mozambique LNG Project Not Abandoned,"May 28 (Reuters) - :TOTAL CHAIRMAN AND CEO POUYANNE SAYS THE COMPANY IS NOT ABANDONING LNG PROJECT IN MOZAMBIQUE.TOTAL CHAIRMAN AND CEO POUYANNE SAYS THE MOZAMBIQUE LNG PROJECT WILL RESTART WHEN PEACE RETURNS TO THE REGION.TOTAL CHAIRMAN AND CEO POUYANNE SAYS THE COMPANY WAS SPENDING SOME $300 MILLION A MONTH ON MOZAMBIQUE LNG PROJECT, WANTS TO REDUCE SPENDING TO STRICT MINIMUM.TOTAL CHAIRMAN AND CEO POUYANNE SAYS WILL BE ABLE TO CONTINUE MAINTAINING ITS DIVIDEND THANKS TO FOSSIL FUELS, UNTIL RENEWABLE ENERGY REVENUES CAN TAKE THE RELAY.Further company coverage: TOTF.PA. (Reporting by paris.newsroom@thomsonreuters.com). ((+ 33 (0) 1 49 49 56 85;)).",16 days ago
Total Chairman Says Firm Would Comply If International Sanctions Imposed On Myanmar,"May 28 (Reuters) - :TOTAL CHAIRMAN AND CEO POUYANNE SAYS FIRMLY CONDEMNS ANY VIOLENCE AND THREAT TO HUMAN RIGHTS IN MYANMAR.TOTAL CHAIRMAN AND CEO POUYANNE SAYS THE ONLY WAY TO STOP REVENUES FLOWING TO THE GOVERNMENT IN MYANMAR WOULD BE TO HALT PRODUCTION.TOTAL CHAIRMAN AND CEO POUYANNE SAYS NOT PAYING TAXES ON PROJECTS IN MYANMAR WOULD INFRINGE LOCAL LAW, THE COMPANY CANNOT ENDANGER ITS EMPLOYEES.TOTAL CHAIRMAN AND CEO POUYANNE SAYS THERE ARE NO FINANCIAL PAYMENTS FLOWING TO MYANMAR VIA OFFSHORE STRUCTURE IN BERMUDA.TOTAL CHAIRMAN AND CEO POUYANNE SAYS IF INTERNATIONAL SANCTIONS ARE IMPOSED ON MYANMAR, TOTAL WOULD RESPECT THEM.Further company coverage: TOTF.PA. (Reporting by paris.newsroom@thomsonreuters.com). ((+ 33 (0) 1 49 49 56 85;)).",16 days ago
Total's Climate Strategy Backed By 91.88% Of Shareholders,May 28 (Reuters) - :RENEWAL OF TOTAL CEO AND CHAIRMAN POUYANNE'S MANDATE ON BOARD BACKED BY 77.39% OF SHAREHOLDERS.TOTAL'S CLIMATE STRATEGY BACKED BY 91.88% OF SHAREHOLDERS.Further company coverage: TOTF.PA. (Reporting by paris.newsroom@thomsonreuters.com). ((+ 33 (0) 1 49 49 56 85;)).,16 days ago
"Total: Without New Oil Projects, Oil Prices Would Likely Reach New Highs","May 28 (Reuters) - :TOTAL CHAIRMAN AND CEO POUYANNE SAYS AT AGM THAT WITHOUT NEW OIL PROJECTS, OIL PRICES WOULD LIKELY TO REACH NEW HIGHS.Further company coverage: TOTF.PA. (Reporting by paris.newsroom@thomsonreuters.com). ((+ 33 (0) 1 49 49 56 85;)).",16 days ago
Total: Acquisition Of Stake In Hysetco,May 26 (Reuters) - Total SE <TOTF.PA>::ACQUISITION OF A 20% STAKE IN HYSETCO.Further company coverage: TOTF.PA. (Gdansk Newsroom). ((gdansk.newsroom@thomsonreuters.com; +48 58 769 66 00;)).,18 days ago
Total SE Files For Potential Debt Shelf Offering; Size Not Disclosed,"April 30 (Reuters) - Total SE <TOTF.PA>::TOTAL SE FILES FOR POTENTIAL DEBT SHELF OFFERING; SIZE NOT DISCLOSED - SEC FILING.TOTAL SE - TOTAL SE, TOTAL CAPITAL, TOTAL CAPITAL CANADA LTD. OR TOTAL CAPITAL INTERNATIONAL MAY OFFER AND SELL DEBT SECURITIES FROM TIME TO TIME.TOTAL SE - DEBT SECURITIES OFFERED BY TOTAL CAPITAL, TOTAL CAPITAL CANADA LTD. AND/OR TOTAL CAPITAL INTERNATIONAL WILL BE GUARANTEED BY TOTAL SE.",a month ago
