TITLE,SUMMARY,DATE
Eurofins: COVID-19 Related Activities Brought Revenues Over EUR 500 Mln In Four Months,"June 4 (Reuters) - Eurofins Scientific SE <EUFI.PA>::EUROFINS CORE BUSINESS STRONG ORGANIC GROWTH FURTHER ACCELERATES IN APRIL.REVENUES FOR FIRST FOUR MONTHS OF 2021 INCREASED 46% YEAR-ON-YEAR TO EUR 2,177M FROM EUR 1,486M IN SAME PERIOD IN 2020.ORGANIC GROWTH FOR FIRST FOUR MONTHS OF 2021 WAS CLOSE TO 50%.OUTLOOK, FOR 2021 AND BEYOND CONTINUES TO STRENGTHEN.TESTING IS ALSO LIKELY TO CONTINUE AT SOME LEVEL BEYOND 2021 IN SEVERAL COUNTRIES WHERE EUROFINS OPERATES.COVID-19 RELATED ACTIVITIES REMAIN AT HIGH VOLUMES AND HAVE CONTRIBUTED REVENUES OF WELL OVER EUR 500M IN FIRST FOUR MONTHS OF 2021.IT REMAINS LIKELY THAT 2021 OBJECTIVES WILL BE MATERIALLY EXCEEDED AND SIGNIFICANT LEVELS OF TESTING FOR COVID-19 MAY CONTINUE WELL INTO Q3 2021.EUROFINS LABORATORIES CONTINUE TO TEST LARGE NUMBERS OF SAMPLES EACH DAY.",9 days ago
Diagnostics group Eurofins launches new product to detect COVID-19 variant first found in India,"June 3 (Reuters) - Eurofins Scientific SE <EUFI.PA>::EUROFINS LAUNCHES A NEW MULTIPLEX PCR ASSAY FOR RAPID DETECTION OF THE B.1.617 “INDIA” SARS-COV-2 VARIANT.EUROFINS LAUNCHES A NEW MULTIPLEX PCR ASSAY FOR RAPID DETECTION OF THE B.1.617 “INDIA” SARS-COV-2 VARIANT.EUROFINS LAUNCHES A NEW MULTIPLEX PCR ASSAY FOR RAPID DETECTION OF B.1.617 ""INDIA"" SARS-COV-2 VARIANT.GSD NOVATYPE III SARS-COV-2 WILL BE AVAILABLE AS A RESEARCH-USE-ONLY KIT BY JUNE 9.A CE MARKED VERSION OF THIS PRODUCT IS EXPECTED BY SECOND HALF OF JUNE..",10 days ago
Eurofins Wins U.S. Government Agreement To Expand National Covid-19 Testing,"May 27 (Reuters) - Eurofins Scientific SE <EUFI.PA>::EUROFINS AWARDED U.S. GOVERNMENT AGREEMENT TO EXPAND NATIONAL COVID-19 TESTING.WILL EXPAND TESTING OPPORTUNITIES IN K-8 SCHOOLS, UNDERSERVED POPULATIONS AND CONGREGATE SETTINGS SUCH AS HOMELESS SHELTERS.HAS BEEN AWARDED AGREEMENT TO TEST UP TO 24.6 MILLION PEOPLE IN NORTHEAST AND SOUTH REGIONS.",16 days ago
Eurofins’EmpowerDX Covid-19 Testing Kit Receives FDA-Emergency Use Authorization For Children,May 21 (Reuters) - EUROFINS SCIENTIFIC SE <EUFI.PA>::EUROFINS’ EMPOWERDX AT-HOME COVID-19 TESTING KIT RECEIVES EUA FOR CHILDREN THREE YEARS AND OLDER.AT-HOME COVID-19 TESTING KIT HAS RECEIVED FDA-EMERGENCY USE AUTHORIZATION FOR CHILDREN THREE YEARS AND OLDER.,22 days ago
Eurofins Launches Two New Products For The Diagnostic Of COVID-19,"May 17 (Reuters) - Eurofins Scientific SE <EUFI.PA>::EUROFINS AT THE FOREFRONT OF INNOVATION WITH NEW DEVELOPMENTS FOR DETECTION AND IDENTIFICATION OF EMERGING COVID-19 VARIANTS OF CONCERN.LAUNCH OF TWO NEW PRODUCTS: GSD NOVAPRIME(®) PLUS SARS-COV-2, A PCR TEST.LAUNCH OG GSD NOVATYPE SELECT L452R SARS-COV-2 (RUO).",a month ago
Eurofins Successfully Prices EUR 750 Mln 10-Year Bonds,May 11 (Reuters) - Eurofins Scientific SE <EUFI.PA>::EUROFINS SUCCESSFULLY PRICES NEW EUR 750M 10-YEAR 0.875%-COUPON SENIOR UNSECURED BONDS.,a month ago
Eurofins Scientific Announces Intention To Issue New Euro Bonds,May 10 (Reuters) - EUROFINS SCIENTIFIC SE <EUFI.PA>::ANNOUNCES ITS INTENTION TO ISSUE NEW EURO BONDS OF BENCHMARK SIZE TO REFINANCE PART OF ITS EXISTING BONDS.INTENTION TO ISSUE NEW EURO-DENOMINATED BONDS FOR A BENCHMARK SIZE (BETWEEN EUR 500M AND EUR 750M).LAUNCH OF TENDER OFFERS TO REPURCHASE ITS EUR 353.6M 3.375% BONDS DUE 30 JANUARY 2023.TENDER OFFER TO REPURCHASE EUR 650M 2.125% BONDS DUE 25 JULY 2024.TENDER OFFER TO REPURCHASE BONDS EUR 600M 3.75% DUE 17 JULY 2026.,a month ago
Eurofins Q1 Revenue Up At 1.61 Billion Euros,"April 28 (Reuters) - EUROFINS SCIENTIFIC SE <EUFI.PA>::EUROFINS REPORTS CORE BUSINESS ORGANIC GROWTH CLOSE TO 10% IN Q1 2021 AND 44.3% OVERALL.VERY STRONG ORGANIC REVENUE GROWTH1 OF 44.3% IN Q1 2021 REFLECTING SIGNIFICANT CONTRIBUTION FROM COVID-19 RELATED ACTIVITIES AND RAPIDLY ACCELERATING GROWTH OF GROUP'S CORE BUSINESS.Q1 2021 REVENUES INCREASED 41.3% YEAR-ON-YEAR TO EUR 1,614M FROM EUR 1,142M IN Q1 2020.COVID-19 RELATED CLINICAL TESTING AND REAGENTS ACTIVITIES CONTRIBUTED REVENUES OF CLOSE TO EUR 400M IN Q1 2021.DESPITE ONGOING LOCKDOWN RESTRICTIONS IN MANY KEY MARKETS, GROUP'S CORE BUSINESS DELIVERED CLOSE TO 10% ORGANIC REVENUE GROWTH IN Q1 2021 (OVER 11% ADJUSTED FOR PUBLIC WORKING DAYS' IMPACT) AGAINST A ROBUST COMPARABLE TRADING PERIOD IN Q1 2020 (Q1 2020 ORGANIC GROWTH WAS 4.1%).OUTLOOK FOR 2021 AND BEYOND BECOMES EVEN STRONGER THAN WAS APPARENT WHEN PUBLISHING 2020 RESULTS.EUROFINS CORE BUSINESS MAY BE ENHANCED SUSTAINABLY BY A LARGE NUMBER OF FACTORS AND COVID-19 TESTING MAY CONTINUE AT SOME LEVEL WELL BEYOND 2021.AS A RESULT, FINANCIAL OBJECTIVES SET FOR 2021, 2022 AND 2023 ANNOUNCED WITH OUR 2020 RESULTS REMAIN UNCHANGED AT THIS TIME.FINANCIAL PERFORMANCE RECORDED IN 2020 AND CONTINUED IN Q1, HAS FURTHER REDUCED GROUP'S NET INDEBTEDNESS AND INCREASED ITS LIQUIDITY.EXACT IMPACT AND TIMING OF VACCINATION, NEW VARIANTS OF CONCERN AND PUBLIC HEALTH POLICY DECISIONS IS HOWEVER IMPOSSIBLE TO ESTIMATE.",2 months ago
"Eurofins' empowerDX, Uber Offer At-Home Covid-19 Testing Kits Via On-Demand Delivery","April 26 (Reuters) - Eurofins Scientific SE <EUFI.PA>::EUROFINS SUBSIDIARY EMPOWERDX AND UBER TEAM UP, OFFER AT-HOME COVID-19 TESTING KITS VIA ON-DEMAND DELIVERY IN MORE THAN TWO DOZEN U.S. CITIES.",2 months ago
Eurofins Technologies Launches Enhanced Variant Of Concern-Discriminating PCR Test Including South African Variant (B.1.351),"March 22 (Reuters) - Eurofins Scientific SE <EUFI.PA>::EUROFINS TECHNOLOGIES LAUNCHES AN ENHANCED VARIANT OF CONCERN-DISCRIMINATING PCR TEST INCLUDING THE SOUTH AFRICAN VARIANT (B.1.351).LAUNCH OF ITS GSD NOVATYPE II, ITS UPGRADED RT-PCR KIT FOR IDENTIFICATION OF MUTATIONS ASSOCIATED WITH SARS-COV-2 VARIANTS OF CONCERN..GSD NOVATYPE II KIT DELIVERS RESULTS UNDER TWO HOURS.NEW GSD NOVATYPE II KIT CAN NOW DETECT N501Y AND E484K MUTATIONS COMMON TO MOST VOC (VARIANTS OF CONCERN) AND K417N MUTATION (SPECIFIC TO B.1.351 FIRST IDENTIFIED IN SOUTH AFRICA), WITH A HIGH SENSITIVITY.ASSAY IS CURRENTLY FOR RESEARCH USE ONLY, BUT CE-IVD MARK IS EXPECTED SHORTLY.",3 months ago
